ID,Day,Weather,Wind Speed,Cloud Cover,Active Number,Average Radius,Air Density,Average Elevation,Dew Point,Turbine Sweep Area,Average Active Time,Temperature,Relative Humidity,Viscosity,Pressure,Pitch,Hindrance,Power Coefficient,Average Turbine Efficiency,Obtained Electricity
train_00159,Saturday,rainy,14.01,96.49,7.0,46.42,1.711,28.09,,6766.123496000001,19.0,20.3,46.0,437.0,28.96,3.0,No,0.96,32.0,2521.788
train_00160,Wednesday,windy,27.71,,4.0,39.63,,2.22,3.700000000000001,4931.485866000001,,17.3,16.0,59.20000000000002,36.81,4.0,No,1.6,40.0,1028.465
train_00161,Tuesday,windy,29.09,19.81,,48.83,1.51,20.75,5.0,7486.9183459999995,22.0,18.2,17.0,85.0,35.5,3.0,Yes,1.32,44.0,2546.443
train_00162,Friday,,11.41,,7.0,43.37,1.271,13.86,3.8000000000000007,5906.204666,22.0,20.2,9.0,34.2,28.83,9.0,No,2.88,32.0,1387.385
train_00163,Sunday,haze,6.31,24.72,,46.08,2.004,30.4,15.900000000000002,,22.0,21.1,74.0,1176.6000000000001,29.16,5.0,Yes,1.85,37.0,3688.461
train_00164,Wednesday,clear,15.43,8.22,7.0,49.24,1.277,18.52,5.800000000000001,7613.173664000001,24.0,22.6,8.0,46.400000000000006,29.55,1.0,No,,32.0,2338.355
train_00165,Saturday,rainy,11.49,88.01,6.0,47.57,,20.51,11.599999999999998,7105.521386,17.0,21.4,,591.5999999999999,21.02,8.0,Yes,2.96,37.0,1035.69
train_00166,Saturday,cloudy,9.19,,5.0,48.63,1.468,23.84,9.399999999999999,7425.713466000001,19.0,23.4,15.0,,26.8,,Yes,0.66,,677.635
train_00167,Thrusday,overcast,11.08,53.32,9.0,,1.557,32.5,18.3,7367.801503999999,24.0,31.1,36.0,658.8000000000001,17.51,,No,2.4,,2965.629
train_00168,Tuesday,cloudy,8.25,81.99,,49.29,1.46,29.27,8.000000000000002,7628.642874,24.0,21.6,16.0,128.00000000000003,28.33,,Yes,3.3000000000000003,33.0,1188.804
train_00169,Wednesday,overcast,9.94,42.68,,44.32,1.432,,24.799999999999997,6167.783936000001,23.0,34.4,26.0,644.8,15.03,,,3.8,38.0,1546.952
train_00170,Sunday,cloudy,,70.02,8.0,45.14,1.488,28.9,3.6999999999999993,6398.1255439999995,,18.5,13.0,48.099999999999994,30.12,3.0,Yes,0.99,33.0,2894.715
train_00171,Friday,cloudy,12.53,71.35,,36.51,1.506,2.95,17.8,4185.557514,,28.6,,,28.45,3.0,,1.17,39.0,647.206
train_00172,Saturday,cloudy,9.58,71.67,4.0,47.65,,,8.999999999999998,7129.4406500000005,24.0,19.4,24.0,215.99999999999994,36.0,7.0,Yes,,35.0,598.713
train_00173,Wednesday,haze,7.05,28.89,13.0,47.37,2.162,35.16,17.900000000000002,7045.899066,20.0,20.1,89.0,1593.1000000000001,21.78,4.0,Yes,1.44,36.0,6437.749
train_00174,,,10.68,86.79,7.0,36.53,1.417,4.14,13.799999999999999,4190.144426000001,18.0,19.4,72.0,993.5999999999999,33.13,7.0,Yes,2.66,38.0,583.241
train_00175,Sunday,rainy,11.86,88.1,5.0,47.95,1.868,32.59,12.099999999999998,7219.495850000001,20.0,20.9,,677.5999999999999,21.94,7.0,No,2.1,30.0,2113.285
train_00176,Wednesday,windy,20.13,38.39,3.0,35.93,1.691,2.59,9.200000000000001,,24.0,20.8,21.0,193.20000000000002,,8.0,No,2.8,35.0,607.583
train_00177,Thrusday,,,19.2,5.0,35.98,1.577,3.86,9.0,4064.9196559999996,24.0,22.2,17.0,153.0,26.07,9.0,Yes,2.79,31.0,894.048
train_00178,Monday,rainy,,85.76,7.0,47.6,1.815,25.03,14.599999999999998,7114.4864,18.0,22.4,61.0,890.5999999999999,28.47,3.0,Yes,1.1400000000000001,38.0,1967.429
train_00179,Friday,overcast,5.3,55.18,11.0,35.97,1.436,17.31,12.9,4062.660426,19.0,25.3,38.0,490.2,26.74,6.0,Yes,2.2199999999999998,37.0,996.938
train_00180,Saturday,,20.58,17.83,,,1.75,12.81,5.300000000000001,,23.0,22.1,8.0,42.400000000000006,26.16,8.0,,3.12,39.0,1417.828
train_00181,Saturday,overcast,9.73,53.99,14.0,48.64,1.568,25.05,,7428.767744000001,20.0,35.3,31.0,666.4999999999999,13.84,7.0,Yes,2.52,,2671.573
train_00182,Thrusday,windy,18.55,,4.0,46.55,1.537,35.24,7.900000000000002,,23.0,21.1,17.0,134.30000000000004,23.3,2.0,,0.76,38.0,4343.66
train_00183,Monday,cloudy,9.79,82.5,6.0,45.94,1.33,24.87,,6626.918503999999,,19.1,14.0,65.80000000000001,36.05,3.0,No,1.08,36.0,914.335
train_00184,Tuesday,,,76.04,3.0,46.02,1.533,30.89,13.799999999999999,6650.018856000001,23.0,24.2,24.0,,27.73,2.0,Yes,,39.0,907.327
train_00185,Saturday,haze,4.29,12.85,5.0,41.25,,1.84,14.399999999999999,5342.90625,21.0,20.4,70.0,1007.9999999999999,24.25,2.0,Yes,0.72,36.0,431.212
train_00186,Tuesday,clear,9.44,,6.0,40.17,1.225,6.04,6.699999999999999,5066.7947460000005,,25.9,2.0,13.399999999999999,28.66,,No,1.1400000000000001,38.0,823.006
train_00187,Thrusday,overcast,11.06,49.99,10.0,47.78,1.355,34.44,18.099999999999998,7168.395176,22.0,26.9,28.0,506.79999999999995,20.97,8.0,No,,30.0,3170.655
train_00188,Wednesday,windy,16.64,41.09,7.0,45.76,1.587,20.89,6.600000000000001,6575.089663999999,23.0,21.8,12.0,79.20000000000002,20.63,4.0,No,1.56,39.0,2701.588
train_00189,,cloudy,8.19,88.71,4.0,49.69,1.409,24.15,7.600000000000001,7752.961754,,22.8,12.0,91.20000000000002,27.07,6.0,No,,34.0,478.769
train_00190,Wednesday,rainy,14.37,97.19,,,1.482,17.09,12.899999999999999,5668.956314,,24.9,40.0,516.0,29.02,10.0,Yes,3.5999999999999996,36.0,1689.947
train_00191,Monday,haze,8.36,22.21,,45.88,1.911,29.11,12.8,6609.619616000002,22.0,18.0,74.0,947.2,32.1,5.0,Yes,1.55,31.0,4879.046
train_00192,Friday,cloudy,12.79,93.76,6.0,45.11,1.522,,9.9,6389.623994,23.0,22.3,,188.1,26.1,11.0,No,3.41,31.0,1979.439
train_00193,Tuesday,overcast,,55.15,11.0,48.84,1.413,35.97,15.700000000000001,7489.985184000001,23.0,27.3,21.0,,27.17,1.0,No,0.35,35.0,3705.201
train_00194,Sunday,rainy,16.31,96.59,6.0,47.68,1.406,24.22,8.399999999999999,7138.420736,,19.2,46.0,386.3999999999999,41.21,,Yes,2.2800000000000002,38.0,1859.652
train_00195,Saturday,clear,4.37,8.89,4.0,37.92,1.267,14.85,12.5,4515.088896,22.0,28.5,10.0,125.0,23.37,10.0,Yes,3.2,32.0,357.778
train_00196,Sunday,windy,21.05,17.66,8.0,39.0,1.548,2.79,2.8000000000000007,4775.9400000000005,24.0,19.6,8.0,22.400000000000006,41.48,5.0,Yes,1.6,32.0,1413.687
train_00197,Sunday,haze,8.94,24.56,10.0,46.21,2.124,18.79,12.4,6705.043274000001,18.0,18.0,,892.8000000000001,43.21,11.0,,3.74,34.0,2763.146
train_00198,Wednesday,clear,6.63,8.68,5.0,43.47,1.076,13.13,2.599999999999998,,20.0,22.2,1.0,2.599999999999998,,7.0,Yes,2.1,30.0,400.555
train_00199,Saturday,overcast,8.38,40.39,13.0,45.93,1.327,23.51,,6624.033786,22.0,32.8,35.0,692.9999999999999,16.09,4.0,Yes,1.44,,2005.223
train_00200,Wednesday,windy,28.33,18.06,4.0,46.01,1.789,20.42,7.0,6647.129113999999,24.0,17.8,23.0,161.0,32.69,1.0,Yes,0.46,46.0,3504.068
train_00201,Thrusday,,25.47,31.38,3.0,43.99,1.631,13.31,8.700000000000001,,24.0,24.3,11.0,95.70000000000002,20.09,4.0,No,,42.0,1425.002
train_00202,Saturday,cloudy,9.92,70.53,5.0,40.09,1.448,2.51,7.800000000000001,5046.633434000001,,21.0,17.0,132.60000000000002,26.3,9.0,No,3.5100000000000002,39.0,443.821
train_00203,Thrusday,windy,23.42,36.63,3.0,,1.508,34.11,,7818.6314,24.0,18.9,27.0,261.9,36.59,7.0,No,2.52,36.0,2934.474
train_00204,Sunday,windy,,,6.0,36.03,1.648,17.92,12.1,4076.2252260000005,,21.7,26.0,,20.3,6.0,,2.0999999999999996,35.0,2410.021
train_00205,,overcast,7.71,61.81,6.0,41.9,1.39,9.01,15.0,5512.6154,20.0,28.2,34.0,510.0,22.4,4.0,No,1.44,36.0,451.016
train_00206,,rainy,,97.27,3.0,47.04,1.681,31.87,11.5,6948.071424,18.0,20.5,55.0,632.5,,8.0,,2.56,32.0,1540.294
train_00207,Monday,rainy,10.85,88.83,6.0,45.66,,32.41,8.0,,16.0,18.8,46.0,,36.55,6.0,Yes,2.04,34.0,2232.984
train_00208,,windy,16.86,44.02,8.0,38.98,,12.61,15.8,4771.042855999999,23.0,25.0,27.0,426.6,24.39,3.0,No,,30.0,1978.759
train_00209,,overcast,10.8,55.72,10.0,35.97,1.515,,23.9,4062.660426,21.0,31.9,30.0,717.0,16.16,7.0,Yes,2.73,39.0,1077.675
train_00210,,windy,29.49,34.47,,48.08,1.546,20.65,7.1,7258.695296,23.0,,,,44.43,1.0,No,0.45,,2143.715
train_00211,Sunday,overcast,7.97,46.08,9.0,37.49,1.59,14.31,26.9,4413.270314,21.0,36.9,25.0,672.5,13.78,,No,,34.0,1080.658
train_00212,Wednesday,windy,19.87,37.98,3.0,48.33,1.758,26.45,10.0,7334.377146,24.0,22.0,20.0,200.0,,2.0,Yes,0.68,34.0,1766.705
train_00213,Wednesday,rainy,,,8.0,40.37,1.565,14.14,15.5,5117.373865999999,20.0,23.5,60.0,,22.1,8.0,Yes,2.72,,1342.281
train_00214,Wednesday,,8.43,2.18,3.0,37.97,1.467,15.18,3.099999999999998,4527.003626,24.0,20.7,6.0,18.599999999999987,,5.0,No,,31.0,643.943
train_00215,Monday,,11.93,24.11,8.0,42.38,1.948,15.35,14.400000000000002,5639.642216000001,21.0,19.6,,1065.6000000000001,36.15,3.0,Yes,0.8999999999999999,30.0,2507.372
train_00216,Monday,windy,28.57,13.1,5.0,41.6,,13.7,11.399999999999999,5433.958400000001,23.0,22.2,23.0,262.2,,5.0,No,2.25,45.0,2709.613
train_00217,Monday,cloudy,10.64,71.88,3.0,42.58,1.313,14.83,4.9,,22.0,18.5,16.0,,38.72,10.0,Yes,3.9000000000000004,39.0,405.28
train_00218,Saturday,windy,26.6,30.41,7.0,35.18,1.63,10.16,,3886.1657360000004,22.0,24.0,18.0,201.6,24.4,2.0,No,,42.0,3088.942
train_00219,Sunday,cloudy,9.72,79.47,3.0,47.09,1.335,27.99,5.399999999999999,6962.8498340000015,20.0,18.2,18.0,97.19999999999997,41.62,7.0,,2.4499999999999997,35.0,565.084
train_00220,Monday,clear,3.13,2.91,8.0,47.13,,27.42,8.3,6974.683866,20.0,27.5,2.0,16.6,28.46,,No,3.0,30.0,616.123
train_00221,Sunday,overcast,11.3,52.67,13.0,35.39,1.402,1.9,20.0,3932.699594,23.0,32.0,40.0,800.0,19.98,6.0,Yes,1.8599999999999999,31.0,1013.098
train_00222,Wednesday,windy,22.55,37.09,3.0,47.47,,28.8,8.899999999999999,7075.678826,23.0,21.7,18.0,160.2,24.2,8.0,,3.12,39.0,2425.902
train_00223,Tuesday,overcast,,56.82,,40.4,1.575,12.55,22.9,5124.9824,24.0,30.9,30.0,687.0,16.92,8.0,No,2.72,34.0,1681.295
train_00224,Thrusday,rainy,16.49,91.6,7.0,,1.961,33.66,20.7,7285.895546000001,20.0,24.7,80.0,1656.0,,4.0,No,1.2,30.0,4631.171
train_00225,Sunday,rainy,16.06,96.74,4.0,41.26,1.665,,14.100000000000001,5345.497063999999,16.0,18.1,80.0,1128.0,35.06,1.0,No,0.35,35.0,583.357
train_00226,Monday,clear,8.69,1.46,,41.89,1.039,2.62,10.0,5509.984394000001,20.0,28.4,4.0,,21.37,8.0,Yes,2.96,37.0,530.483
train_00227,Monday,haze,2.16,29.33,,48.98,2.403,18.25,19.0,7532.9868559999995,18.0,22.2,84.0,1596.0,20.51,3.0,Yes,0.9299999999999999,31.0,835.551
train_00228,Wednesday,rainy,14.1,90.36,8.0,,,1.78,14.5,4146.670184000001,19.0,23.3,56.0,812.0,22.69,10.0,Yes,3.2,32.0,902.858
train_00229,Monday,haze,,17.49,14.0,48.48,2.484,24.56,18.6,7379.9746559999985,21.0,20.8,89.0,1655.4,,8.0,,2.56,32.0,4305.79
train_00230,Thrusday,windy,26.24,10.16,4.0,45.73,,34.76,14.3,6566.4713059999995,24.0,,,429.0,21.76,5.0,No,2.3499999999999996,,5254.591
train_00231,Wednesday,windy,23.11,,6.0,44.17,1.766,6.85,13.8,6126.105146000001,22.0,23.0,27.0,372.6,27.87,6.0,No,2.2800000000000002,38.0,1708.444
train_00232,Monday,windy,19.34,22.47,3.0,49.2,1.684,,3.599999999999998,,23.0,20.4,8.0,28.799999999999983,23.08,1.0,Yes,,32.0,1393.782
train_00233,Friday,haze,2.96,13.14,15.0,45.5,2.101,29.57,14.7,6500.585,21.0,,76.0,1117.2,38.75,6.0,No,2.2800000000000002,,3515.514
train_00234,Sunday,clear,6.67,,6.0,,,11.8,7.200000000000003,,23.0,25.6,4.0,28.80000000000001,22.97,,No,2.31,33.0,760.222
train_00235,Sunday,overcast,8.99,44.27,,38.07,1.42,16.18,27.500000000000004,4550.880186,20.0,36.7,27.0,742.5000000000001,18.56,9.0,Yes,3.42,38.0,706.548
train_00236,Wednesday,windy,24.56,23.68,6.0,45.86,1.785,26.02,5.700000000000001,6603.858344,24.0,20.1,14.0,79.80000000000001,28.12,10.0,No,3.1,31.0,4275.002
train_00237,,windy,25.11,25.4,4.0,47.15,1.781,,9.100000000000001,6980.604649999999,22.0,,22.0,200.20000000000005,23.12,6.0,Yes,2.88,48.0,3473.687
train_00238,Saturday,rainy,11.8,86.62,7.0,38.61,,16.0,11.9,4680.898794,18.0,21.3,53.0,630.7,21.99,10.0,Yes,3.4000000000000004,34.0,1194.594
train_00239,Monday,overcast,8.17,46.72,,49.23,,27.6,14.799999999999999,7610.081706,22.0,28.4,32.0,473.59999999999997,26.69,,Yes,1.02,34.0,2394.259
train_00240,Monday,windy,25.36,20.83,7.0,41.73,1.625,14.1,5.100000000000001,,24.0,19.1,,76.50000000000003,34.37,11.0,Yes,5.39,49.0,4149.208
train_00241,Monday,haze,2.56,24.86,,49.23,1.913,19.13,22.0,7610.081706,23.0,23.8,91.0,2002.0,25.93,,No,3.4000000000000004,34.0,790.387
train_00242,Tuesday,cloudy,9.62,92.81,5.0,47.98,1.559,30.78,9.600000000000001,7228.532455999999,18.0,24.8,12.0,115.20000000000002,25.02,6.0,No,2.0999999999999996,35.0,1148.355
train_00243,Monday,cloudy,9.85,90.87,5.0,49.95,1.422,20.03,15.3,7834.307850000001,23.0,26.1,23.0,351.90000000000003,,9.0,Yes,2.79,31.0,646.044
train_00244,Saturday,windy,29.53,29.17,7.0,45.41,1.706,31.52,5.199999999999999,6474.8938339999995,24.0,18.0,18.0,93.6,44.57,1.0,Yes,0.48,48.0,9023.509
train_00245,Tuesday,rainy,9.22,86.85,3.0,42.71,1.806,6.26,8.399999999999999,5727.812474000001,17.0,18.4,,419.99999999999994,41.14,6.0,No,1.7999999999999998,30.0,217.552
train_00246,Wednesday,cloudy,,85.88,7.0,42.29,1.328,5.49,12.399999999999999,5615.714474,,,,247.99999999999997,22.25,9.0,Yes,3.42,38.0,542.234
train_00247,,haze,6.66,33.59,,,,3.76,14.400000000000002,3875.127066000001,22.0,18.6,79.0,1137.6000000000001,39.76,1.0,No,0.31,31.0,1702.372
train_00248,Monday,windy,19.92,41.7,5.0,,1.602,10.69,12.799999999999999,6056.954496000001,22.0,21.2,29.0,371.2,24.1,3.0,Yes,0.96,32.0,1127.908
train_00249,Saturday,cloudy,12.3,77.91,6.0,49.37,,22.17,12.9,7653.426265999999,18.0,24.5,21.0,,27.6,11.0,No,3.3,30.0,824.852
train_00250,Tuesday,cloudy,14.11,74.14,3.0,38.84,1.303,5.11,,4736.833184000001,19.0,20.0,25.0,250.0,20.8,1.0,,0.33,33.0,255.74
train_00251,Tuesday,overcast,6.67,39.04,10.0,,1.375,27.03,20.6,7090.592256000001,23.0,30.2,26.0,535.6,16.95,3.0,Yes,0.99,33.0,1417.106
train_00252,Saturday,,,34.01,5.0,39.18,1.634,9.96,5.900000000000002,4820.127336,22.0,17.1,22.0,129.80000000000004,35.54,2.0,No,,34.0,1407.943
train_00253,Tuesday,overcast,7.77,63.04,14.0,39.13,1.482,7.59,22.799999999999997,4807.832666000001,24.0,32.4,26.0,592.8,14.94,5.0,No,,31.0,1102.004
train_00254,,cloudy,11.88,89.6,7.0,40.3,1.465,16.09,3.9000000000000004,5099.6426,21.0,19.5,11.0,,,1.0,Yes,0.34,34.0,1084.79
train_00255,Saturday,clear,13.39,8.82,6.0,48.55,1.227,19.04,7.100000000000001,7401.30185,20.0,23.1,10.0,71.00000000000001,20.13,5.0,Yes,1.7999999999999998,36.0,1627.537
train_00256,Monday,windy,,11.25,3.0,46.42,1.709,26.1,9.8,6766.123496000001,23.0,17.8,30.0,,,4.0,No,1.36,34.0,1762.77
train_00257,Sunday,haze,11.56,25.38,14.0,,1.913,10.45,17.7,6212.397056,24.0,20.3,87.0,1539.8999999999999,29.75,8.0,No,2.8,35.0,4210.295
train_00258,Sunday,rainy,,95.08,8.0,37.28,1.945,15.1,12.6,4363.966976000001,19.0,21.2,57.0,718.1999999999999,26.57,8.0,No,2.8,35.0,2267.182
train_00259,Thrusday,rainy,,92.62,6.0,48.68,1.464,24.12,8.9,7440.991136,19.0,20.5,42.0,373.8,26.71,9.0,No,2.6999999999999997,30.0,1458.669
train_00260,Tuesday,,19.27,29.8,4.0,49.78,1.538,26.21,7.899999999999999,,22.0,22.7,13.0,102.69999999999999,25.53,1.0,No,0.37,37.0,1885.686
train_00261,,rainy,12.49,93.82,4.0,49.05,1.958,27.55,13.600000000000001,7554.53385,17.0,21.6,60.0,816.0000000000001,29.45,10.0,Yes,3.7,37.0,1338.234
train_00262,Thrusday,rainy,15.26,97.26,6.0,43.15,1.574,6.71,14.000000000000002,5846.436650000001,16.0,18.6,,1078.0000000000002,36.57,1.0,Yes,0.37,37.0,731.86
train_00263,Sunday,overcast,8.14,39.64,12.0,,1.464,6.9,22.0,5504.724266,24.0,34.6,37.0,814.0,,3.0,No,1.0499999999999998,35.0,1057.277
train_00264,Tuesday,clear,,9.99,,37.02,1.28,,5.100000000000001,4303.308456000001,24.0,24.3,,10.200000000000003,20.16,3.0,Yes,1.17,39.0,305.077
train_00265,,overcast,11.92,47.85,5.0,45.3,1.306,23.41,28.299999999999997,6443.562599999999,23.0,37.9,26.0,735.8,14.48,1.0,Yes,,33.0,1021.796
train_00266,Friday,cloudy,8.1,80.16,8.0,,1.318,6.49,10.600000000000001,5554.796904000002,19.0,24.6,15.0,159.00000000000003,28.43,1.0,No,,33.0,464.987
train_00267,Saturday,cloudy,12.18,81.54,8.0,41.6,1.577,2.93,4.199999999999999,5433.958400000001,17.0,19.4,12.0,50.39999999999999,41.24,1.0,No,0.36,36.0,627.62
train_00268,Tuesday,clear,8.85,1.31,,47.01,1.128,28.94,3.8999999999999986,6939.2119139999995,24.0,23.5,1.0,3.8999999999999986,,6.0,Yes,1.8599999999999999,,1561.067
train_00269,Monday,haze,2.91,18.67,15.0,49.71,2.116,23.45,,7759.204074000001,22.0,22.9,76.0,,28.01,9.0,Yes,3.15,35.0,1991.19
train_00270,Sunday,,14.0,6.56,7.0,38.49,1.166,10.43,10.0,4651.847514000001,22.0,27.6,6.0,,25.33,9.0,Yes,2.6999999999999997,30.0,1316.201
train_00271,Wednesday,overcast,5.61,38.72,11.0,40.64,1.467,14.12,19.400000000000002,,19.0,30.6,22.0,426.80000000000007,15.27,1.0,Yes,0.38,38.0,868.292
train_00272,Monday,clear,15.33,7.95,5.0,35.89,1.187,6.21,6.899999999999999,4044.6091940000006,22.0,24.5,6.0,41.39999999999999,27.72,2.0,No,0.72,36.0,1023.561
train_00273,Monday,cloudy,13.87,76.45,6.0,37.92,1.596,15.2,5.200000000000001,4515.088896,23.0,19.6,14.0,72.80000000000001,37.32,8.0,Yes,2.96,37.0,1388.291
train_00274,Friday,clear,15.66,3.66,7.0,47.0,1.195,35.87,9.5,6936.26,21.0,28.3,3.0,28.5,28.92,9.0,Yes,3.5100000000000002,39.0,5326.069
train_00275,Thrusday,haze,11.16,17.29,5.0,46.38,,32.94,20.5,6754.467816000001,24.0,23.1,87.0,1783.5,23.95,7.0,Yes,2.52,36.0,4245.398
train_00276,Wednesday,clear,6.12,4.81,5.0,46.81,1.343,29.99,1.5999999999999979,6880.292954000001,23.0,21.2,1.0,1.5999999999999979,22.18,3.0,Yes,1.1400000000000001,38.0,1640.915
train_00277,,haze,5.77,30.44,,37.36,2.349,10.85,16.9,4382.716544,23.0,19.7,86.0,1453.3999999999999,,6.0,No,2.34,39.0,3111.948
train_00278,Thrusday,,12.45,,5.0,42.9,1.066,8.64,6.899999999999999,5778.8874,21.0,26.5,1.0,6.899999999999999,26.79,10.0,,3.1,31.0,650.251
train_00279,,windy,28.53,44.62,6.0,43.07,,3.76,,,22.0,22.8,17.0,,20.34,3.0,Yes,1.29,43.0,2027.205
train_00280,Tuesday,windy,23.23,17.18,4.0,47.33,1.787,30.65,10.000000000000002,7034.004746,,21.6,21.0,210.00000000000003,27.49,,Yes,,38.0,4265.551
train_00281,Saturday,overcast,9.01,57.81,10.0,44.2,1.503,2.5,,6134.429600000001,23.0,34.7,32.0,675.2,17.79,9.0,Yes,3.42,38.0,862.731
train_00282,Thrusday,clear,12.84,4.63,6.0,45.37,1.044,34.4,,6463.491866,20.0,27.2,3.0,25.199999999999996,25.51,10.0,,3.4000000000000004,34.0,3977.973
train_00283,Sunday,haze,,16.3,15.0,38.22,2.394,1.27,18.5,4586.812776,,,77.0,1424.5,22.81,11.0,Yes,4.07,37.0,3582.915
train_00284,Wednesday,rainy,8.31,80.87,7.0,40.54,,11.15,6.900000000000002,5160.563624,16.0,18.1,44.0,303.6000000000001,,8.0,No,2.56,32.0,632.133
train_00285,Tuesday,clear,11.66,6.29,6.0,43.04,1.474,5.63,1.3000000000000007,,22.0,20.5,2.0,2.6000000000000014,24.75,,No,2.4,30.0,886.584
train_00286,Tuesday,windy,25.86,10.05,3.0,46.81,,25.45,5.1,6880.292954000001,24.0,19.5,,71.39999999999999,31.51,5.0,No,2.45,49.0,3129.877
train_00287,Sunday,rainy,15.95,96.09,8.0,,1.796,24.96,15.799999999999999,6652.909226,19.0,21.2,73.0,1153.3999999999999,23.52,,Yes,0.62,31.0,2766.906
train_00288,Wednesday,rainy,8.63,81.37,5.0,39.83,1.48,10.33,11.6,4981.386745999999,20.0,21.0,53.0,614.8,24.0,5.0,Yes,,35.0,481.56
train_00289,Thrusday,overcast,11.04,50.61,14.0,46.71,1.404,29.98,23.5,6850.927674,,33.5,25.0,587.5,12.25,4.0,No,,30.0,3645.008
train_00290,Tuesday,cloudy,11.82,91.77,7.0,38.85,1.582,3.31,16.400000000000002,4739.272650000001,19.0,27.6,22.0,,22.35,8.0,Yes,3.12,39.0,690.826
train_00291,Tuesday,windy,,,4.0,46.36,1.578,,10.4,6748.643744,23.0,18.8,29.0,301.6,33.7,5.0,No,,,1346.421
train_00292,,,8.31,85.95,4.0,44.59,1.363,,8.8,6243.161834000001,24.0,23.6,13.0,114.4,26.7,10.0,No,3.5,,272.163
train_00293,Wednesday,,6.93,24.99,15.0,46.21,2.071,32.53,19.900000000000002,6705.043274000001,22.0,23.1,84.0,1671.6000000000001,24.13,6.0,No,2.2199999999999998,,6733.546
train_00294,Thrusday,windy,19.41,12.02,,41.87,1.593,15.19,8.500000000000002,5504.724266,22.0,18.1,26.0,221.00000000000006,,3.0,Yes,0.99,33.0,2038.677
train_00295,Saturday,storm,38.04,81.49,3.0,41.6,1.845,7.31,12.500000000000002,,,17.1,77.0,,31.57,9.0,Yes,3.78,42.0,111.176
train_00296,Friday,clear,6.87,5.59,4.0,35.65,1.063,17.86,6.399999999999999,,24.0,26.0,1.0,6.399999999999999,28.02,2.0,Yes,,39.0,823.275
train_00297,Tuesday,windy,,34.61,8.0,46.82,1.508,30.35,9.500000000000002,6883.232936,23.0,21.1,21.0,199.50000000000003,29.83,7.0,No,2.73,39.0,3747.187
train_00298,Monday,,14.28,77.04,8.0,37.04,1.464,8.07,,4307.959424,17.0,26.6,,,22.92,5.0,No,1.7999999999999998,36.0,914.033
train_00299,,overcast,,,15.0,46.82,1.396,26.76,19.799999999999997,6883.232936,19.0,28.2,29.0,574.1999999999999,23.99,1.0,No,0.39,39.0,1917.625
train_00300,Thrusday,rainy,11.61,81.34,4.0,44.3,1.505,14.26,17.7,6162.2186,19.0,,74.0,1309.8,21.1,6.0,No,2.2800000000000002,,613.812
train_00301,Thrusday,,,97.14,8.0,48.77,1.543,18.82,16.099999999999998,7468.530506000002,17.0,21.9,71.0,,25.08,6.0,No,1.98,33.0,1503.577
train_00302,Tuesday,cloudy,12.3,81.35,4.0,,1.358,11.61,16.6,5583.889946,19.0,27.0,24.0,398.40000000000003,27.12,6.0,,1.92,32.0,410.324
train_00303,Monday,cloudy,9.88,89.79,5.0,44.18,1.519,4.81,7.899999999999999,6128.879336,,19.9,20.0,157.99999999999997,41.29,1.0,,0.3,30.0,298.232
train_00304,Monday,cloudy,9.77,82.54,7.0,,1.518,23.86,14.200000000000001,6575.089663999999,,26.6,19.0,269.8,21.24,2.0,No,0.76,,1613.269
train_00305,Sunday,haze,3.9,26.2,6.0,41.86,,,18.9,5502.095144000001,23.0,,91.0,1719.8999999999999,29.15,,No,1.56,39.0,510.086
train_00306,Saturday,windy,23.35,11.59,4.0,,1.518,12.59,6.6,3995.175546000001,22.0,22.2,11.0,72.6,28.71,11.0,No,3.6300000000000003,33.0,1306.809
train_00307,Tuesday,overcast,7.84,63.89,,48.8,1.351,,,7477.7216,23.0,26.8,21.0,319.20000000000005,21.52,4.0,Yes,1.44,36.0,1314.008
train_00308,Friday,cloudy,,77.15,4.0,43.31,1.446,10.12,10.1,5889.874154000001,17.0,21.7,21.0,212.1,26.43,9.0,Yes,3.15,35.0,414.517
train_00309,Sunday,clear,12.34,9.63,,37.13,1.205,10.29,4.599999999999998,4328.919866000001,21.0,21.4,8.0,36.79999999999998,23.05,11.0,Yes,3.52,32.0,1061.107
train_00310,Tuesday,clear,13.34,5.9,7.0,40.31,1.498,4.1,10.2,5102.173754,23.0,28.2,5.0,51.0,23.48,3.0,Yes,0.99,33.0,1303.509
train_00311,Wednesday,overcast,8.2,54.22,10.0,46.76,1.456,35.24,24.8,6865.602464,20.0,,22.0,545.6,12.88,5.0,No,1.7000000000000002,34.0,3074.896
train_00312,Sunday,rainy,,80.43,8.0,49.92,1.632,,12.200000000000001,7824.900096000001,20.0,18.6,68.0,829.6,39.89,5.0,No,1.9,38.0,3280.367
train_00313,Wednesday,haze,6.92,10.05,9.0,39.33,2.265,13.26,21.3,4857.105546,19.0,,90.0,1917.0,21.4,2.0,Yes,,34.0,1841.354
train_00314,Friday,rainy,11.47,82.68,6.0,35.56,1.671,16.44,9.700000000000001,3970.5727040000006,19.0,21.1,43.0,417.1,22.58,4.0,Yes,1.56,39.0,1424.877
train_00315,Monday,clear,15.57,,3.0,46.88,,34.54,3.099999999999998,6900.886016,22.0,20.7,6.0,18.599999999999987,24.06,2.0,Yes,0.6,30.0,2768.891
